Title,Release Date,Language,Hero,Heroine,Music Director,Overview,Vote Average,Popularity
Fidaa,20-07-2017,Telugu,Varun Tej,Sai Pallavi,Shakthi Kanth Karthick,Two young people embark on a winding and rocky path to love after meeting at a wedding.,7.3,1.5123
PSV Garuda Vega,03-11-2017,Telugu,Dr. Rajasekhar,Pooja Kumar,Bheems Ceciroleo,"A dedicated NIA officer is torn between love for his family and his duty. On the brink of sacrificing his career for his family, he stumbles upon a plot with international ramifications. Does he stick to his decision to quit or will the call of duty prove too strong for him?",5.9,1.2627
Nenu Local,03-02-2017,Telugu,Nani,Keerthy Suresh,Devi Sri Prasad,"This story is about a happy-go-lucky young man, Babu, who falls in love with a girl. However, he runs into a problem while convincing her father to permit them to be together.",5.6,1.1779
Khaidi No. 150,15-01-2017,Telugu,Chiranjeevi,Kajal Agarwal,Devi Sri Prasad,A convict who plans to escape the country unexpectedly switches his place with a good Samaritan who fights for the rights of poor farmers.,5.9,1.3476
Ninnu Kori,07-07-2017,Telugu,Nani,Nivetha Thomas,Gopi Sundar,"Pallavi invites Uma, her ex-boyfriend, to stay with her and her husband to convince him that she is happy in her marriage. Uma tries to create a rift between the couple, hoping to win Pallavi back.",6.3,1.0508
Angel,03-11-2017,Telugu,Naga Anvesh,Hebah Patel,Bheems Ceciroleo,"During the course of an excavation work for the construction of a new capital at Amaravati in Andhra Pradesh, workers chance upon an antique idol of a young woman. A smuggler strikes a fancy deal to smuggle the statue abroad, but first it has to be transported to Hyderabad by road. And the antique idol suddenly comes to life!",5.5,1.0511
Om Namo Venkatesaya,10-02-2017,Telugu,Nagarjuna Akkineni,Anushka Shetty,M.M. Keeravaani,"Raama, who is a devotee of Lord Venkateswara, denounces worldly pleasures including his soon-to-be-bride and maradalu Bhavani and ends up at Tirumala. He decides to change the face of Tirumala by turning it into ‘Kaliyuga Vaikuntham’ both for pilgrims and the deity with the help of Krishnamma. His endeavours to do so, the hurdles and his encounters with the Lord himself is the story.",4.3,1.3554
Kathalo Rajakumari,15-09-2017,Telugu,Nara Rohith,Namitha Pramod,Vishal Chandrasekhar,"Arjun is a superstar, famous for his roles as a menacing villain in many films. Shourya is an actor who doesn't get enough recognition despite playing roles of a justice-seeking hero on screen. What happens when the line between real life and reel blur for Arjun? Can his childhood friend, Sita, show him a way out?",10,1.0368
Andhhagadu,02-06-2017,Telugu,Raj Tarun,Hebah Patel,Shekar Chandra,"A blind man falls in love with the doctor who has arranged his eye transplant. The operation, although successful, carries unexpected and haunting consequences.",5,1.2403
Winner,24-02-2017,Telugu,Sai Durgha Tej,Rakul Preet Singh,S. Thaman,A fashion editor who hates horses decides to pursue horse racing to impress the girl (Rakul Preet Singh) of his dreams.,4.1,1.2871
Jaya Janaki Nayaka,11-08-2017,Telugu,Bellamkonda Srinivas,Rakul Preet Singh,Devi Sri Prasad,"Gagan is very much in love with Sweety aka Janaki, a sweet-natured girl, ever willing to lend a helping hand to those in need. But she ends up rejecting Gagan and later finds herself in a situation from which there seems no escape. Why did Sweety reject Gagan and what does he do when he finds her in a dangerous predicament.",5.2,0.9607
Okkadu Migiladu,10-11-2017,Telugu,Manchu Manoj,Anisha Ambrose,Siva R Nandigam,"'Okkadu Migiladu' is the story of displaced Sri Lankan Tamilians who find themselves stuck with the tag of 'refugees' all their lives. The mistreatment they face both in India and Sri Lanka, with either country refusing to accept them as their own, forms the crux of the story.",0,0.9296
Mister,14-04-2017,Telugu,Varun Tej,Lavanya Tripathi,Mickey J Meyer,"Chay is a happy-go-lucky guy living in Spain with his relatives.  A  mistaken identity at the airport results in him reaching out to Meera, with whom he falls in love at first site.  So far, so good.  All hell breaks loose for Chay when he comes to know that Meera is in love with one Siddharth, who ditches her in the last minute.  A heart-broken Meera falls back on Chay for emotional support.  Chay, who has this typical hero's quality of going to any extent to solve others' problems, takes it upon himself to bring smile back on Meera's face. In the process, the hero bumps into Chandramukhi, a village belle who has no idea what a mobile phone is, and a bunch of quirky characters.",4.786,1.0141
Mahanubhavudu,29-09-2017,Telugu,Sharwanand,Mehreen Pirzada,S. Thaman,"Anand is a cleanliness freak, someone suffering from OCD . What happens when a man like that falls in love? Will the person he loves learn to live with his quirks or will he have to change?",5.5,1.1816
Guru,31-03-2017,Telugu,Venkatesh,Ritika Singh,Santhosh Narayanan,"A grumpy boxing coach takes on a young, rebellious woman under his wings and starts training her for the world championship. But their biggest battle has to be fought outside the ring.",7.5,1.0721
M.C.A,21-12-2017,Telugu,Nani,Bhumika Chawla,Devi Sri Prasad,"Nani's brother and his friends are his world. But he shares a love-hate relationship with his sister-in-law Jyothi. What happens when Shiva threatens his family, is what 'MCA' is all about.",5.1,0.9565
Shamantakamani,14-07-2017,Telugu,Nara Rohith,Jenny Honey,Mani Sharma,"A 5 Crore INR worth of vintage Rolls Royce car called Shamanthakamani owned by a millionaire Krishna gets stolen from the parking lot of a 5 Star hotel which leads into an aftermath. Inspector Ranjith Kumar is assigned with the job of finding the missing car. During the investigation, Ranjith Kumar suspects three people as accusing; a car mechanic Uma Maheswara Rao / Mahesh Babu, a villager Siva and a middle-class youngster Karthik and arrests them. Rest of the story is what happened to the car? Who is the actual culprit? How does Ranjith Kumar solve the crime?",4.8,1.155
Shatamanam Bhavati,14-01-2017,Telugu,Sharwanand,Anupama Parameswaran,Mickey J Meyer,"The anguish that negligent children can cause is depicted here from the parents' perspective.  Raghavaraju (Prakash Raj) is a farming landlord in Atreyapuram village of Andhra Pradesh. He lives with his wife Janakamma (Jayasudha), along with his son Bangararaju (Naresh) his wife, and his son Raju (Sharwanand). Raghavaraju lives in this ancestral house built by his forefathers consisting of many generations living in the same household as a Joint family. However with changing times Ragahvarju's NRI sons and NRI daughter live in the United States, Canada, and Australia as nuclear families. After a gap of 10 years, all his children arrive in the village during the holiday season of Makar Sankranti, under mysterious circumstances after they receive an email from Raghavaraju who expresses his wish to divorce his wife Janakamma. What happens next and the events leading to this mysterious situation, and how Raghavaraju conveys his midlife crisis to his children forms the crux of the story.",6.2,0.9062
Anando Brahma,18-08-2017,Telugu,Srinivasa Reddy,Taapsee Pannu,Krishna Kumar,"An NRI enlists the help of his cop-friend to sell off his ancestral home, but later hears rumours of it being haunted. Unwilling to let go of the property at a throwaway price, he asks a team of four quirky guys to spend a night in the house and prove that it isn’t a ghost den.",6.5,0.9725
Malli Raava,08-12-2017,Telugu,Sumanth,Aakanksha Singh,Shravan Bharadwaj,"Karthik and Anjali are childhood sweethearts who fell in love when they're fourteen. Despite having immense love for each other, circumstances forced them apart many a time. Will things change when they grow older? Will their love story finally have a happy ending?",8,1.0043
Yuddham Sharanam,08-09-2017,Telugu,Naga Chaitanya Akkineni,Lavanya Tripathi,Vivek Sagar,"When his family is torn apart, Arjun sets out to on a journey to solve the mystery and seek revenge.",6.5,0.7682
Gulf,15-10-2017,Telugu,Chetan Maddineni,Dimple Hayathi,Praveen Immadi,"While many harrowing tales have come forth through news reports of how Indians choosing to work in Gulf countries face inhumane treatment, 'Gulf' charts the journey of Shiva and Lakshmi who go to Dubai in search of greener pastures.",0,0.7151
London Babulu,17-11-2017,Telugu,Rakshith Atluri,Swathi Reddy,Krishna Kumar,"While there is nothing wrong in aspiring for a better life abroad, the means are as equally important as the goal. Making use of forged certificates and lying to the authorities in the desperation for getting a visa will eventually result in nothing but trouble.",0,0.8101
Okka Kshanam,29-12-2017,Telugu,Allu Sirish,Surbhi,Mani Sharma,"Jeeva  is an engineering graduate with loving parents who seem to have an obsession with the retro era. The girl he falls in love with, Jo, lives with her sister's family. But what happens when their lives start mirroring with another couple's?",6.1,0.6957
Virus,30-06-2017,Telugu,Sampoornesh Babu,Geeth Shah,Sunil Kashyap,"A woman is addicted to chatting on the Internet. She gets into a relationship with someone she befriends online. They plan to meet; exchange photographs. Next, they are found dead with the police suspecting a suicide pack. Later it gets revealed they were a mother and her son with different identities on the web. Bang!",0,0.7298
DJ: Duvvada Jagannadham,23-06-2017,Telugu,Allu Arjun,Pooja Hegde,Devi Sri Prasad,"A righteous young man who helps everyone gain their rightful justice, gets recruited as an undercover agent to work on a high profile case that involves a crime lord working for a corrupt minister who also happens to be the father of his romantic interest.",6,0.8845
Juliet Lover of Idiot,15-12-2017,Telugu,Naveen Chandra,Nivetha Thomas,Ratheesh Vegha,"Vara is an orphan, vagabond valet driver who has a massive pile-up of debt to pay. Julie is the quintessential rich girl he loves to stalk. But when their relationship goes south and he ends up embroiled in a comedy of errors, how will Vara cope?",10,0.7073
Jai Lava Kusa,21-09-2017,Telugu,N.T. Rama Rao Jr.,Nivetha Thomas,Devi Sri Prasad,"Jai, Lava and Kusa are triplets who get separated during their childhood because of small clashes. While Jai becomes an evil blooded criminal, the other two, Kusa and Lava end up as small-time crook and bank manager respectively. The twist in the tale arises when Jai kidnaps both the brothers and asks them to help him in his political growth. What is Jai’s agenda? Why did he kidnap his brothers? How can the innocent Lava and Kusa manage the criminal Jai?",6.6,1.0591
Oxygen,01-12-2017,Telugu,Gopichand,Raashii Khanna,Yuvan Shankar Raja,"Krishna arrives in India to get married to Shruti, but when Krishna saves her father from an attack, it is revealed he has a hidden agenda.",6.4,0.7843
Keshava,19-05-2017,Telugu,Nikhil Siddhartha,Ritu Varma,Sunny M.R.,"Keshava, A law college student is on a hunt down to kill all those who destroyed his family in a dreadful accident. Keshava commits a series of murders and a special officer is appointed to deal with the case. Rest of the story is as to how Keshav dodges the cops and completes his revenge with the help of Satyabhama.",5.4,0.6556
Goutham Nanda,27-07-2017,Telugu,Gopichand,Hansika Motwani,S. Thaman,"Goutham is a billionaire and his father gives him a year’s time to enjoy his life to the fullest. The deal between the two is that after a year, he’ll take over his father’s businesses. The catch is that, beneath his seemingly perfect life, Goutham is clueless about what happiness or hunger feels like. On the other hand, Nanda, who hails from a lower-middle class background, wants to die rich and his father keeps criticising his aspirations.One fine day, Goutham and Nanda bump into each other, and since both of them are quite vexed up with their respective lives & they decide to swap their places to lead a new life for 30 days.",5.9,0.7462
LIE,11-08-2017,Telugu,Nithiin,Megha Akash,Mani Sharma,"A cat and mouse chase between a powerful mafioso and a sharp cop, interlaced with a love-story and some comedy. How a Central Intelligence Officer uncovers the truth of a world famous magician and mimic artist is depicted in this ‘Love Intelligence Enmity’ film.",5.5,0.7212
Nakshatram,03-08-2017,Telugu,Sundeep Kishan,Pragya Jaiswal,Mani Sharma,A young boy is made to realise that the police form the backbone of society and every cop is akin to Lord Hanuman the protector. He then makes up his mind about becoming a cop when he grows up.​,2.9,0.5998
Rarandoi Veduka Chudham,26-05-2017,Telugu,Naga Chaitanya Akkineni,Rakul Preet Singh,Devi Sri Prasad,"A happy-go-lucky boy falls in love with a village belle and after initially facing rejection from her, realises that he has a lot to do to win her love.",5.7,0.6525
Balakrishnudu,24-11-2017,Telugu,Nara Rohith,Regina Cassandra,Mani Sharma,"A local toughie is hired as a bodyguard to protect a girl from the rivals of her family and becomes a natural target for her enemies. In the process, he ends up falling in love with her.",5.667,0.5304
Patel S.I.R,20-07-2017,Telugu,Jagapati Babu,Padmapriya Janakiraman,Sri Vasanth,Patel S.I.R  avenges the death of this son's family by going on a killing spree. He vows to kill everyone that was the reason for the death of his son's family before his blinded granddaughter gets her vision back. Why did the villains kill Patel's son in the first place? How a sixty year old Patel does have his revenge?,6.8,0.6566
Katamarayudu,24-03-2017,Telugu,Pawan Kalyan,Shruti Haasan,Anup Rubens,"A violent man Rayudu tries to redeem himself to impress the love of his life, until he gets pushed into a situation that forces him to act.",5.4,0.6761
Meda Meeda Abbayi,08-09-2017,Telugu,Allari Naresh,Nikhila Vimal,Shaan Rahman,"The official remake of Malayalam movie Oru Vadakkan Selfie, Meda Meeda Abbayi tells the story of a carefree guy and the various problems that he faces after secretly taking a selfie with his neighbor.",4,0.5817
Paisa Vasool,01-09-2017,Telugu,Nandamuri Balakrishna,Shriya Saran,Anup Rubens,A self-proclaimed criminal Theda Singh who’s just been released from Tihar Jail is recruited by India’s premier intelligence agency RAW (Research and Analysis Wing) to infiltrate the gang of mafia don Bob Marley  and ultimately eliminate him.,4.9,0.5104
Kittu Unnadu Jagratha,03-03-2017,Telugu,Raj Tarun,Anu Emmanuel,Anup Rubens,"Kittu, a young man, kidnaps pet dogs of rich people to hold as hostage for ransom, so he can pay off his debts. Things take a turn when he falls in love with Janaki and tries to woo her",8,0.3905
Napoleon,24-11-2017,Telugu,Anand Ravi,Komalee Prasad,Sidharth Sadasivuni,The curious case of a missing shadow. Napoleon visits a police station and lodges a complaint that his shadow is missing. This unique case becomes the talk of the town. Napolean also reveals that god has come into his dream and gives him a clue that a certain accident is actually a murder.,7,0.4354
Sapthagiri LLB,08-12-2017,Telugu,Saptagiri,Jhansi,Vijai Bulganin,"Sapthagiri, a small time lawyer from Chittoor dreams of making it big. He decides to get a high profile case reopened, taking on the finest lawyer in the country, in the process. Sapthagiri's life and justice will never be the same again.",7,0.5881
Gunturodu,03-03-2017,Telugu,Manchu Manoj,Pragya Jaiswal,Sri Vasanth,A man and woman meet in college and are on their way to a lifetime of happiness when their plans get hijacked.,7.5,0.4327
Vunnadhi Okate Zindagi,27-10-2017,Telugu,Ram Pothineni,Anupama Parameswaran,Devi Sri Prasad,The solid friendship between two men takes a beating when a woman enters their lives.,4.8,0.3834
Luckunnodu,26-01-2017,Telugu,Vishnu Manchu,Hansika Motwani,Praveen Lakkaraju,"The ironically-named Lucky gets embroiled in a heist when a friend hands him a bag of cash, which was stolen from a don, who stole it from the bank, and will not rest until he recovers it.",4,0.3417
Babu Baga Busy,05-05-2017,Telugu,Srinivas Avasarala,Mishti Chakravarty,Sunil Kashyap,A man's sexual affairs with different woman in different stages of life comes to an end when he meets a girl accidentally.,5.3,0.3879
Mental Madhilo,24-11-2017,Telugu,Sree Vishnu,Nivetha Pethuraj,Prashanth R Vihari,"Aravind Krishna, an indecisive man finds himself in a tight spot when he is forced to choose between two women.",6.7,0.2071
Fashion Designer S/O Ladies Tailor,02-06-2017,Telugu,Sumanth Ashwin,Anisha Ambrose,Mani Sharma,"Gopalam is a small-time tailor who dreams of becoming a fashion designer. In order to make it big, he traps a rich girl in his village. This is also the time when yet another rich girl called Ammulu falls head over heels for Gopalam. Seeing this, he too gets involved in the relationship. But the twist in the tale arises when a rich NRI enters the scene. Once again, Gopalam changes track and traps her somehow. Now, he is stuck between the three girls and rest of the story is as to whom does he end up with at the end.",0,0.2899
Aakatayi,10-03-2017,Telugu,Aashish Raj,Rukshar Dhillon,Mani Sharma,"Vikrant, a tech-savvy student, figures out that he is not the biological son of his parents. When his foster parents get mysteriously murdered, he decided to find who his actual dad and mom are.",5.5,0.2843
Kaadhali,16-06-2017,Telugu,Sai Ronak,Pooja K. Doshi,Prasan Praveen Shyam,"Two men in her life and she does not know who to choose to be her life partner. Tough decision to take but by not taking a decision she makes it more tough not just for herself but for all around her. Taking a decision matters but taking it at right time matters more. And taking the right decision, of course, all important.",0,0.1832
Ami Thumi,09-06-2017,Telugu,Adivi Sesh,Eesha Rebba,Mani Sharma,A woman switches places with her maid in a bid to keep from marrying the man chosen for her by her father.,0,0.2941
Oye Ninne,06-10-2017,Telugu,Bharath Margani,Srushti Dange,Shekar Chandra,"'Oye Ninne' charts the story of Vishnu, a young man who aspires to be a farmer while his parents want him to aim for something big. He grows up with his cousin Veda, whom he shares a love-hate relationship. For Vishnu, she's that ""annoying cousin"" everyone has in a family; whom your parents love more than you. Vishnu's father believes he's good-for-nothing, but will that change?",0,0.2642
Lakshmi Bomb,10-03-2017,Telugu,Posani Krishna Murali,Lakshmi Manchu,Sunil Kashyap,"Lakshmi(Manchu Lakshmi) is a session court judge who announces a severe punishment to a local goon(Prabhakar) on charges of human trafficking. Upset with this, the dreaded gangster attacks Lakshmi with his entire gang and kills her.",7.5,0.3109
Vaisakham,21-07-2017,Telugu,Prudhviraj,Avantika Mishra,Sri Vasanth,"Venu lives in an apartment and he does not give respect to the elders.  One day he meets Bhanu who is a beautician. She always gives importance to family values. She has a fixed opinion on things, and yet she is slightly shy. As expected,  both Venu and Bhanu initially indulge in fights initially and slowly he falls for Bhanu but when he proposes Bhanu, she turns down Venu’s proposal.  What will happen now? What about Venu’s family?",0,0.2007
Raja Meeru Keka,16-06-2017,Telugu,Nandamuri Taraka Ratna,Lasya Manjunath,Sricharan Pakala,"Four best friends are happy with their jobs until Nagaraju, an MNC owner, creates a disturbance in their lives.",10,0.2734
2 Countries,29-12-2017,Telugu,Sunil Varma,Manisha Raj,Gopi Sundar,"Ullaas is a cunning guy who can go to any extent for money. One fine day, he cheats a priest and redirects an NRI match which is supposed to go to a known person in his village. He manages everything and finally ties the knot with Laya. The twist in the tale arises when Ullaas comes to know that the NRI girl he married is a complete alcoholic. Rest of the story is as to how Sunil manages to get his problematic wife back on track.",0,0.2104
Kutumba Katha Chitram,15-12-2017,Telugu,Nandu Vijay Krishna,Sreemukhi,Sunil Kashyap,"Charan and Pallavi are software engineers, married to each other and leading seemingly happy lives. But what outsiders don't know is that Charan and Pallavi have squabbles all the time, owing to her job and not having time for the family. And then there's the creepy security guard who fantasizes about Pallavi all the time. Things take turn for the worse when there's a murder.",0,0.1488
Darshakudu,04-08-2017,Telugu,Ashok,Eesha Rebba,Sai Karthik,"‘Darshakudu’ charts the journey of an ambitious man. It seems like the story of every youngster blinded by passion, begging the question and underlining the fact of how important it is to draw a line between career and personal life.",0,0.166
A Love Letter To Cinema,01-01-2017,Telugu,Camp Sasi,Aditi Myakal,Vivek Sagar,An independent film from Hyderabad inspired by Iranian master Jafar Panahi's Taxi Tehran.,0,0.1014
